Logical Address,Page Number,Offset,TLB Hit/Miss,Page Fault,Frame Number,Physical Address,Value,Replaced Page,Replaced Frame
183,0,183,hit,no,0,183,45,-1,-1
184,0,184,hit,no,0,184,0,-1,-1
185,0,185,hit,no,0,185,0,-1,-1
186,0,186,hit,no,0,186,0,-1,-1
187,0,187,hit,no,0,187,46,-1,-1
188,0,188,hit,no,0,188,0,-1,-1
189,0,189,hit,no,0,189,0,-1,-1
190,0,190,hit,no,0,190,0,-1,-1
191,0,191,hit,no,0,191,47,-1,-1
192,0,192,hit,no,0,192,0,-1,-1
193,0,193,hit,no,0,193,0,-1,-1
194,0,194,hit,no,0,194,0,-1,-1
195,0,195,hit,no,0,195,48,-1,-1
196,0,196,hit,no,0,196,0,-1,-1
197,0,197,hit,no,0,197,0,-1,-1
198,0,198,hit,no,0,198,0,-1,-1
199,0,199,hit,no,0,199,49,-1,-1
200,0,200,hit,no,0,200,0,-1,-1
201,0,201,hit,no,0,201,0,-1,-1
202,0,202,hit,no,0,202,0,-1,-1
203,0,203,hit,no,0,203,50,-1,-1
204,0,204,hit,no,0,204,0,-1,-1
205,0,205,hit,no,0,205,0,-1,-1
206,0,206,hit,no,0,206,0,-1,-1
207,0,207,hit,no,0,207,51,-1,-1
208,0,208,hit,no,0,208,0,-1,-1
209,0,209,hit,no,0,209,0,-1,-1
210,0,210,hit,no,0,210,0,-1,-1
211,0,211,hit,no,0,211,52,-1,-1
212,0,212,hit,no,0,212,0,-1,-1
213,0,213,hit,no,0,213,0,-1,-1
214,0,214,hit,no,0,214,0,-1,-1
215,0,215,hit,no,0,215,53,-1,-1
216,0,216,hit,no,0,216,0,-1,-1
217,0,217,hit,no,0,217,0,-1,-1
218,0,218,hit,no,0,218,0,-1,-1
219,0,219,hit,no,0,219,54,-1,-1
220,0,220,hit,no,0,220,0,-1,-1
221,0,221,hit,no,0,221,0,-1,-1
222,0,222,hit,no,0,222,0,-1,-1
223,0,223,hit,no,0,223,55,-1,-1
224,0,224,hit,no,0,224,0,-1,-1
225,0,225,hit,no,0,225,0,-1,-1
226,0,226,hit,no,0,226,0,-1,-1
227,0,227,hit,no,0,227,56,-1,-1
228,0,228,hit,no,0,228,0,-1,-1
229,0,229,hit,no,0,229,0,-1,-1
230,0,230,hit,no,0,230,0,-1,-1
231,0,231,hit,no,0,231,57,-1,-1
232,0,232,hit,no,0,232,0,-1,-1
233,0,233,hit,no,0,233,0,-1,-1
234,0,234,hit,no,0,234,0,-1,-1
235,0,235,hit,no,0,235,58,-1,-1
236,0,236,hit,no,0,236,0,-1,-1
237,0,237,hit,no,0,237,0,-1,-1
238,0,238,hit,no,0,238,0,-1,-1
239,0,239,hit,no,0,239,59,-1,-1
240,0,240,hit,no,0,240,0,-1,-1
241,0,241,hit,no,0,241,0,-1,-1
242,0,242,hit,no,0,242,0,-1,-1
243,0,243,hit,no,0,243,60,-1,-1
244,0,244,hit,no,0,244,0,-1,-1
245,0,245,hit,no,0,245,0,-1,-1
246,0,246,hit,no,0,246,0,-1,-1
247,0,247,hit,no,0,247,61,-1,-1
248,0,248,hit,no,0,248,0,-1,-1
249,0,249,hit,no,0,249,0,-1,-1
250,0,250,hit,no,0,250,0,-1,-1
251,0,251,hit,no,0,251,62,-1,-1
252,0,252,hit,no,0,252,0,-1,-1
253,0,253,hit,no,0,253,0,-1,-1
254,0,254,hit,no,0,254,0,-1,-1
255,0,255,hit,no,0,255,63,-1,-1
256,1,0,miss,yes,1,256,0,-1,-1
257,1,1,hit,no,1,257,0,-1,-1
258,1,2,hit,no,1,258,0,-1,-1
259,1,3,hit,no,1,259,64,-1,-1
260,1,4,hit,no,1,260,0,-1,-1
261,1,5,hit,no,1,261,0,-1,-1
262,1,6,hit,no,1,262,0,-1,-1
263,1,7,hit,no,1,263,65,-1,-1
264,1,8,hit,no,1,264,0,-1,-1
265,1,9,hit,no,1,265,0,-1,-1
266,1,10,hit,no,1,266,0,-1,-1
267,1,11,hit,no,1,267,66,-1,-1
268,1,12,hit,no,1,268,0,-1,-1
269,1,13,hit,no,1,269,0,-1,-1
270,1,14,hit,no,1,270,0,-1,-1
271,1,15,hit,no,1,271,67,-1,-1
272,1,16,hit,no,1,272,0,-1,-1
273,1,17,hit,no,1,273,0,-1,-1
274,1,18,hit,no,1,274,0,-1,-1
275,1,19,hit,no,1,275,68,-1,-1
276,1,20,hit,no,1,276,0,-1,-1
277,1,21,hit,no,1,277,0,-1,-1
278,1,22,hit,no,1,278,0,-1,-1
279,1,23,hit,no,1,279,69,-1,-1
280,1,24,hit,no,1,280,0,-1,-1
281,1,25,hit,no,1,281,0,-1,-1
282,1,26,hit,no,1,282,0,-1,-1
283,1,27,hit,no,1,283,70,-1,-1
284,1,28,hit,no,1,284,0,-1,-1
285,1,29,hit,no,1,285,0,-1,-1
286,1,30,hit,no,1,286,0,-1,-1
287,1,31,hit,no,1,287,71,-1,-1
288,1,32,hit,no,1,288,0,-1,-1
289,1,33,hit,no,1,289,0,-1,-1
290,1,34,hit,no,1,290,0,-1,-1
291,1,35,hit,no,1,291,72,-1,-1
292,1,36,hit,no,1,292,0,-1,-1
293,1,37,hit,no,1,293,0,-1,-1
294,1,38,hit,no,1,294,0,-1,-1
295,1,39,hit,no,1,295,73,-1,-1
296,1,40,hit,no,1,296,0,-1,-1
297,1,41,hit,no,1,297,0,-1,-1
298,1,42,hit,no,1,298,0,-1,-1
299,1,43,hit,no,1,299,74,-1,-1
300,1,44,hit,no,1,300,0,-1,-1
301,1,45,hit,no,1,301,0,-1,-1
302,1,46,hit,no,1,302,0,-1,-1
303,1,47,hit,no,1,303,75,-1,-1
304,1,48,hit,no,1,304,0,-1,-1
305,1,49,hit,no,1,305,0,-1,-1
306,1,50,hit,no,1,306,0,-1,-1
307,1,51,hit,no,1,307,76,-1,-1
308,1,52,hit,no,1,308,0,-1,-1
309,1,53,hit,no,1,309,0,-1,-1
310,1,54,hit,no,1,310,0,-1,-1
311,1,55,hit,no,1,311,77,-1,-1
312,1,56,hit,no,1,312,0,-1,-1
313,1,57,hit,no,1,313,0,-1,-1
314,1,58,hit,no,1,314,0,-1,-1
315,1,59,hit,no,1,315,78,-1,-1
316,1,60,hit,no,1,316,0,-1,-1
317,1,61,hit,no,1,317,0,-1,-1
318,1,62,hit,no,1,318,0,-1,-1
319,1,63,hit,no,1,319,79,-1,-1
320,1,64,hit,no,1,320,0,-1,-1
321,1,65,hit,no,1,321,0,-1,-1
322,1,66,hit,no,1,322,0,-1,-1
323,1,67,hit,no,1,323,80,-1,-1
324,1,68,hit,no,1,324,0,-1,-1
325,1,69,hit,no,1,325,0,-1,-1
326,1,70,hit,no,1,326,0,-1,-1
327,1,71,hit,no,1,327,81,-1,-1
328,1,72,hit,no,1,328,0,-1,-1
329,1,73,hit,no,1,329,0,-1,-1
330,1,74,hit,no,1,330,0,-1,-1
331,1,75,hit,no,1,331,82,-1,-1
332,1,76,hit,no,1,332,0,-1,-1
333,1,77,hit,no,1,333,0,-1,-1
334,1,78,hit,no,1,334,0,-1,-1
335,1,79,hit,no,1,335,83,-1,-1
336,1,80,hit,no,1,336,0,-1,-1
337,1,81,hit,no,1,337,0,-1,-1
338,1,82,hit,no,1,338,0,-1,-1
339,1,83,hit,no,1,339,84,-1,-1
340,1,84,hit,no,1,340,0,-1,-1
341,1,85,hit,no,1,341,0,-1,-1
342,1,86,hit,no,1,342,0,-1,-1
343,1,87,hit,no,1,343,85,-1,-1
344,1,88,hit,no,1,344,0,-1,-1
345,1,89,hit,no,1,345,0,-1,-1
346,1,90,hit,no,1,346,0,-1,-1
347,1,91,hit,no,1,347,86,-1,-1
348,1,92,hit,no,1,348,0,-1,-1
349,1,93,hit,no,1,349,0,-1,-1
350,1,94,hit,no,1,350,0,-1,-1
351,1,95,hit,no,1,351,87,-1,-1
352,1,96,hit,no,1,352,0,-1,-1
353,1,97,hit,no,1,353,0,-1,-1
354,1,98,hit,no,1,354,0,-1,-1
355,1,99,hit,no,1,355,88,-1,-1
356,1,100,hit,no,1,356,0,-1,-1
357,1,101,hit,no,1,357,0,-1,-1
358,1,102,hit,no,1,358,0,-1,-1
359,1,103,hit,no,1,359,89,-1,-1
360,1,104,hit,no,1,360,0,-1,-1
361,1,105,hit,no,1,361,0,-1,-1
362,1,106,hit,no,1,362,0,-1,-1
363,1,107,hit,no,1,363,90,-1,-1
364,1,108,hit,no,1,364,0,-1,-1
365,1,109,hit,no,1,365,0,-1,-1
366,1,110,hit,no,1,366,0,-1,-1
367,1,111,hit,no,1,367,91,-1,-1
368,1,112,hit,no,1,368,0,-1,-1
369,1,113,hit,no,1,369,0,-1,-1
370,1,114,hit,no,1,370,0,-1,-1
371,1,115,hit,no,1,371,92,-1,-1
372,1,116,hit,no,1,372,0,-1,-1
373,1,117,hit,no,1,373,0,-1,-1
374,1,118,hit,no,1,374,0,-1,-1
375,1,119,hit,no,1,375,93,-1,-1
376,1,120,hit,no,1,376,0,-1,-1
377,1,121,hit,no,1,377,0,-1,-1
378,1,122,hit,no,1,378,0,-1,-1
379,1,123,hit,no,1,379,94,-1,-1
380,1,124,hit,no,1,380,0,-1,-1
381,1,125,hit,no,1,381,0,-1,-1
382,1,126,hit,no,1,382,0,-1,-1
383,1,127,hit,no,1,383,95,-1,-1
384,1,128,hit,no,1,384,0,-1,-1
385,1,129,hit,no,1,385,0,-1,-1
386,1,130,hit,no,1,386,0,-1,-1
387,1,131,hit,no,1,387,96,-1,-1
388,1,132,hit,no,1,388,0,-1,-1
389,1,133,hit,no,1,389,0,-1,-1
390,1,134,hit,no,1,390,0,-1,-1
391,1,135,hit,no,1,391,97,-1,-1
392,1,136,hit,no,1,392,0,-1,-1
393,1,137,hit,no,1,393,0,-1,-1
394,1,138,hit,no,1,394,0,-1,-1
395,1,139,hit,no,1,395,98,-1,-1
396,1,140,hit,no,1,396,0,-1,-1
397,1,141,hit,no,1,397,0,-1,-1
398,1,142,hit,no,1,398,0,-1,-1
399,1,143,hit,no,1,399,99,-1,-1
400,1,144,hit,no,1,400,0,-1,-1
401,1,145,hit,no,1,401,0,-1,-1
402,1,146,hit,no,1,402,0,-1,-1
403,1,147,hit,no,1,403,100,-1,-1
404,1,148,hit,no,1,404,0,-1,-1
405,1,149,hit,no,1,405,0,-1,-1
406,1,150,hit,no,1,406,0,-1,-1
407,1,151,hit,no,1,407,101,-1,-1
408,1,152,hit,no,1,408,0,-1,-1
409,1,153,hit,no,1,409,0,-1,-1
410,1,154,hit,no,1,410,0,-1,-1
411,1,155,hit,no,1,411,102,-1,-1
412,1,156,hit,no,1,412,0,-1,-1
413,1,157,hit,no,1,413,0,-1,-1
414,1,158,hit,no,1,414,0,-1,-1
415,1,159,hit,no,1,415,103,-1,-1
416,1,160,hit,no,1,416,0,-1,-1
417,1,161,hit,no,1,417,0,-1,-1
418,1,162,hit,no,1,418,0,-1,-1
419,1,163,hit,no,1,419,104,-1,-1
420,1,164,hit,no,1,420,0,-1,-1
421,1,165,hit,no,1,421,0,-1,-1
422,1,166,hit,no,1,422,0,-1,-1
423,1,167,hit,no,1,423,105,-1,-1
424,1,168,hit,no,1,424,0,-1,-1
425,1,169,hit,no,1,425,0,-1,-1
426,1,170,hit,no,1,426,0,-1,-1
427,1,171,hit,no,1,427,106,-1,-1
428,1,172,hit,no,1,428,0,-1,-1
429,1,173,hit,no,1,429,0,-1,-1
430,1,174,hit,no,1,430,0,-1,-1
431,1,175,hit,no,1,431,107,-1,-1
432,1,176,hit,no,1,432,0,-1,-1
433,1,177,hit,no,1,433,0,-1,-1
434,1,178,hit,no,1,434,0,-1,-1
435,1,179,hit,no,1,435,108,-1,-1
436,1,180,hit,no,1,436,0,-1,-1
437,1,181,hit,no,1,437,0,-1,-1
438,1,182,hit,no,1,438,0,-1,-1
439,1,183,hit,no,1,439,109,-1,-1
440,1,184,hit,no,1,440,0,-1,-1
441,1,185,hit,no,1,441,0,-1,-1
442,1,186,hit,no,1,442,0,-1,-1
443,1,187,hit,no,1,443,110,-1,-1
444,1,188,hit,no,1,444,0,-1,-1
445,1,189,hit,no,1,445,0,-1,-1
446,1,190,hit,no,1,446,0,-1,-1
447,1,191,hit,no,1,447,111,-1,-1
448,1,192,hit,no,1,448,0,-1,-1
449,1,193,hit,no,1,449,0,-1,-1
450,1,194,hit,no,1,450,0,-1,-1
451,1,195,hit,no,1,451,112,-1,-1
452,1,196,hit,no,1,452,0,-1,-1
453,1,197,hit,no,1,453,0,-1,-1
454,1,198,hit,no,1,454,0,-1,-1
455,1,199,hit,no,1,455,113,-1,-1
456,1,200,hit,no,1,456,0,-1,-1
457,1,201,hit,no,1,457,0,-1,-1
458,1,202,hit,no,1,458,0,-1,-1
459,1,203,hit,no,1,459,114,-1,-1
460,1,204,hit,no,1,460,0,-1,-1
461,1,205,hit,no,1,461,0,-1,-1
462,1,206,hit,no,1,462,0,-1,-1
463,1,207,hit,no,1,463,115,-1,-1
464,1,208,hit,no,1,464,0,-1,-1
465,1,209,hit,no,1,465,0,-1,-1
466,1,210,hit,no,1,466,0,-1,-1
467,1,211,hit,no,1,467,116,-1,-1
468,1,212,hit,no,1,468,0,-1,-1
469,1,213,hit,no,1,469,0,-1,-1
470,1,214,hit,no,1,470,0,-1,-1
471,1,215,hit,no,1,471,117,-1,-1
472,1,216,hit,no,1,472,0,-1,-1
473,1,217,hit,no,1,473,0,-1,-1
474,1,218,hit,no,1,474,0,-1,-1
475,1,219,hit,no,1,475,118,-1,-1
476,1,220,hit,no,1,476,0,-1,-1
477,1,221,hit,no,1,477,0,-1,-1
478,1,222,hit,no,1,478,0,-1,-1
479,1,223,hit,no,1,479,119,-1,-1
480,1,224,hit,no,1,480,0,-1,-1
481,1,225,hit,no,1,481,0,-1,-1
482,1,226,hit,no,1,482,0,-1,-1
483,1,227,hit,no,1,483,120,-1,-1
484,1,228,hit,no,1,484,0,-1,-1
485,1,229,hit,no,1,485,0,-1,-1
486,1,230,hit,no,1,486,0,-1,-1
487,1,231,hit,no,1,487,121,-1,-1
488,1,232,hit,no,1,488,0,-1,-1
489,1,233,hit,no,1,489,0,-1,-1
490,1,234,hit,no,1,490,0,-1,-1
491,1,235,hit,no,1,491,122,-1,-1
492,1,236,hit,no,1,492,0,-1,-1
493,1,237,hit,no,1,493,0,-1,-1
494,1,238,hit,no,1,494,0,-1,-1
495,1,239,hit,no,1,495,123,-1,-1
496,1,240,hit,no,1,496,0,-1,-1
497,1,241,hit,no,1,497,0,-1,-1
498,1,242,hit,no,1,498,0,-1,-1
499,1,243,hit,no,1,499,124,-1,-1
500,1,244,hit,no,1,500,0,-1,-1
501,1,245,hit,no,1,501,0,-1,-1
502,1,246,hit,no,1,502,0,-1,-1
503,1,247,hit,no,1,503,125,-1,-1
504,1,248,hit,no,1,504,0,-1,-1
505,1,249,hit,no,1,505,0,-1,-1
506,1,250,hit,no,1,506,0,-1,-1
507,1,251,hit,no,1,507,126,-1,-1
508,1,252,hit,no,1,508,0,-1,-1
509,1,253,hit,no,1,509,0,-1,-1
510,1,254,hit,no,1,510,0,-1,-1
511,1,255,hit,no,1,511,127,-1,-1
512,2,0,miss,yes,2,512,0,-1,-1
513,2,1,hit,no,2,513,0,-1,-1
514,2,2,hit,no,2,514,0,-1,-1
515,2,3,hit,no,2,515,-128,-1,-1
516,2,4,hit,no,2,516,0,-1,-1
517,2,5,hit,no,2,517,0,-1,-1
518,2,6,hit,no,2,518,0,-1,-1
519,2,7,hit,no,2,519,-127,-1,-1
520,2,8,hit,no,2,520,0,-1,-1
521,2,9,hit,no,2,521,0,-1,-1
522,2,10,hit,no,2,522,0,-1,-1
523,2,11,hit,no,2,523,-126,-1,-1
524,2,12,hit,no,2,524,0,-1,-1
525,2,13,hit,no,2,525,0,-1,-1
526,2,14,hit,no,2,526,0,-1,-1
527,2,15,hit,no,2,527,-125,-1,-1
528,2,16,hit,no,2,528,0,-1,-1
529,2,17,hit,no,2,529,0,-1,-1
530,2,18,hit,no,2,530,0,-1,-1
531,2,19,hit,no,2,531,-124,-1,-1
532,2,20,hit,no,2,532,0,-1,-1
533,2,21,hit,no,2,533,0,-1,-1
534,2,22,hit,no,2,534,0,-1,-1
535,2,23,hit,no,2,535,-123,-1,-1
536,2,24,hit,no,2,536,0,-1,-1
537,2,25,hit,no,2,537,0,-1,-1
538,2,26,hit,no,2,538,0,-1,-1
539,2,27,hit,no,2,539,-122,-1,-1
540,2,28,hit,no,2,540,0,-1,-1
541,2,29,hit,no,2,541,0,-1,-1
542,2,30,hit,no,2,542,0,-1,-1
543,2,31,hit,no,2,543,-121,-1,-1
544,2,32,hit,no,2,544,0,-1,-1
545,2,33,hit,no,2,545,0,-1,-1
546,2,34,hit,no,2,546,0,-1,-1
547,2,35,hit,no,2,547,-120,-1,-1
548,2,36,hit,no,2,548,0,-1,-1
549,2,37,hit,no,2,549,0,-1,-1
550,2,38,hit,no,2,550,0,-1,-1
551,2,39,hit,no,2,551,-119,-1,-1
552,2,40,hit,no,2,552,0,-1,-1
553,2,41,hit,no,2,553,0,-1,-1
554,2,42,hit,no,2,554,0,-1,-1
555,2,43,hit,no,2,555,-118,-1,-1
556,2,44,hit,no,2,556,0,-1,-1
557,2,45,hit,no,2,557,0,-1,-1
558,2,46,hit,no,2,558,0,-1,-1
559,2,47,hit,no,2,559,-117,-1,-1
560,2,48,hit,no,2,560,0,-1,-1
561,2,49,hit,no,2,561,0,-1,-1
562,2,50,hit,no,2,562,0,-1,-1
563,2,51,hit,no,2,563,-116,-1,-1
564,2,52,hit,no,2,564,0,-1,-1
565,2,53,hit,no,2,565,0,-1,-1
566,2,54,hit,no,2,566,0,-1,-1
567,2,55,hit,no,2,567,-115,-1,-1
568,2,56,hit,no,2,568,0,-1,-1
569,2,57,hit,no,2,569,0,-1,-1
570,2,58,hit,no,2,570,0,-1,-1
571,2,59,hit,no,2,571,-114,-1,-1
572,2,60,hit,no,2,572,0,-1,-1
573,2,61,hit,no,2,573,0,-1,-1
574,2,62,hit,no,2,574,0,-1,-1
575,2,63,hit,no,2,575,-113,-1,-1
576,2,64,hit,no,2,576,0,-1,-1
577,2,65,hit,no,2,577,0,-1,-1
578,2,66,hit,no,2,578,0,-1,-1
579,2,67,hit,no,2,579,-112,-1,-1
580,2,68,hit,no,2,580,0,-1,-1
581,2,69,hit,no,2,581,0,-1,-1
582,2,70,hit,no,2,582,0,-1,-1
583,2,71,hit,no,2,583,-111,-1,-1
584,2,72,hit,no,2,584,0,-1,-1
585,2,73,hit,no,2,585,0,-1,-1
586,2,74,hit,no,2,586,0,-1,-1
587,2,75,hit,no,2,587,-110,-1,-1
588,2,76,hit,no,2,588,0,-1,-1
589,2,77,hit,no,2,589,0,-1,-1
590,2,78,hit,no,2,590,0,-1,-1
591,2,79,hit,no,2,591,-109,-1,-1
592,2,80,hit,no,2,592,0,-1,-1
593,2,81,hit,no,2,593,0,-1,-1
594,2,82,hit,no,2,594,0,-1,-1
595,2,83,hit,no,2,595,-108,-1,-1
596,2,84,hit,no,2,596,0,-1,-1
597,2,85,hit,no,2,597,0,-1,-1
598,2,86,hit,no,2,598,0,-1,-1
599,2,87,hit,no,2,599,-107,-1,-1
600,2,88,hit,no,2,600,0,-1,-1
601,2,89,hit,no,2,601,0,-1,-1
